Day ,Spp_,Treatment_,Rep_,Core_,Y(II),Sample.Time
10/21/15,Ss,N,R2,S1-8,0.538,T3_S1-8
10/21/15,Ss,N,R2,S1-30,0.542,T3_S1-30
10/21/15,Ss,N,R2,S2-7,0.585,T3_S2-7
10/21/15,Ss,N,R2,S2-18,0.591,T3_S2-18
10/21/15,Ss,N,R2,S3-25,0.598,T3_S3-25
10/21/15,Ss,N,R2,S3-30,0.592,T3_S3-30
10/21/15,Ss,N,R2,S4-7,0.605,T3_S4-7
10/21/15,Ss,N,R2,S4-22,0.605,T3_S4-22
10/21/15,Ss,N,R2,S5-17,0.57,T3_S5-17
10/21/15,Ss,N,R2,S5-18,0.572,T3_S5-18
10/21/15,Ss,N,R2,S6-27,0.593,T3_S6-27
10/21/15,Ss,N,R2,S6-29,0.575,T3_S6-29
10/21/15,Mc,NP,R2,M1-11,0.582,T3_M1-11
10/21/15,Mc,NP,R2,M1-23,0.59,T3_M1-23
10/21/15,Mc,NP,R2,M7-13,0.572,T3_M7-13
10/21/15,Mc,NP,R2,M7-19,0.569,T3_M7-19
10/21/15,Mc,NP,R2,M8-6,0.599,T3_M8-6
10/21/15,Mc,NP,R2,M8-14,0.594,T3_M8-14
10/21/15,Mc,NP,R2,M10-18,0.438,T3_M10-18
10/21/15,Mc,NP,R2,M10-24,0.576,T3_M10-24
10/21/15,Mc,NP,R2,M11-3,0.585,T3_M11-3
10/21/15,Mc,NP,R2,M11-16,0.591,T3_M11-16
10/21/15,Mc,NP,R2,M9-1,0.537,T3_M9-1
10/21/15,Mc,NP,R2,M9-5,0.072,T3_M9-5
10/21/15,Ss,NP,R2,S1-11,0.538,T3_S1-11
10/21/15,Ss,NP,R2,S1-14,0.552,T3_S1-14
10/21/15,Ss,NP,R2,S2-8,0.566,T3_S2-8
10/21/15,Ss,NP,R2,S2-13,0.557,T3_S2-13
10/21/15,Ss,NP,R2,S3-2,0.554,T3_S3-2
10/21/15,Ss,NP,R2,S3-17,0.559,T3_S3-17
10/21/15,Ss,NP,R2,S4-4,0.53,T3_S4-4
10/21/15,Ss,NP,R2,S4-16,0.527,T3_S4-16
10/21/15,Ss,NP,R2,S5-2,0.538,T3_S5-2
10/21/15,Ss,NP,R2,S5-8,0.539,T3_S5-8
10/21/15,Ss,NP,R2,S6-8,0.517,T3_S6-8
10/21/15,Ss,NP,R2,S6-31,0.447,T3_S6-31
